TransectID,zone,class_val,vclass,vgroup,season,ve_dist,vl_dist,error,abs_error,valid_pair
Z01_0000,Z01,0,NoData,nodata,wet,128.42255420037097,110.89701729488961,17.52553690548136,17.52553690548136,True
Z01_0001,Z01,0,NoData,nodata,wet,130.8928852640362,108.64641616331475,22.246469100721455,22.246469100721455,True
Z01_0002,Z01,0,NoData,nodata,wet,110.89482300552258,107.4584406481141,3.436382357408476,3.436382357408476,True
Z01_0003,Z01,0,NoData,nodata,wet,102.69253952765006,106.27046513303011,-3.5779256053800594,3.5779256053800594,True
Z01_0004,Z01,0,NoData,nodata,wet,101.11170028722934,105.0824896175148,-3.9707893302854558,3.9707893302854558,True
Z01_0005,Z01,0,NoData,nodata,wet,100.39331282838423,103.89451410278734,-3.5012012744031153,3.5012012744031153,True
Z01_0006,Z01,0,NoData,nodata,wet,97.66433859779761,102.70653858777612,-5.0421999899785135,5.0421999899785135,True
Z01_0007,Z01,0,NoData,nodata,wet,97.98673900403833,101.51856307304861,-3.531824069010284,3.531824069010284,True
Z01_0008,Z01,0,NoData,nodata,wet,97.5944762576946,100.33058755831023,-2.736111300615633,2.736111300615633,True
Z01_0009,Z01,0,NoData,nodata,wet,92.81810501064216,97.5618198745546,-4.7437148639124445,4.7437148639124445,True
Z01_0010,Z01,0,NoData,nodata,wet,87.7819936652887,94.6467962165247,-6.864802551236011,6.864802551236011,True
Z01_0011,Z01,0,NoData,nodata,wet,85.18243521039066,91.73177255846417,-6.549337348073507,6.549337348073507,True
Z01_0012,Z01,0,NoData,nodata,wet,82.25377194352518,89.03195172609365,-6.778179782568472,6.778179782568472,True
Z01_0013,Z01,0,NoData,nodata,wet,79.74395991122233,87.15605972258827,-7.412099811365934,7.412099811365934,True
Z01_0014,Z01,0,NoData,nodata,wet,79.48595074423301,85.28016771800013,-5.794216973767121,5.794216973767121,True
Z01_0015,Z01,0,NoData,nodata,wet,77.34683392131161,83.40427571493579,-6.057441793624179,6.057441793624179,True
Z01_0016,Z01,0,NoData,nodata,wet,75.34899556853111,81.52838371011784,-6.179388141586728,6.179388141586728,True
Z01_0017,Z01,0,NoData,nodata,wet,75.61540955358826,79.65249170647515,-4.037082152886882,4.037082152886882,True
Z01_0018,Z01,0,NoData,nodata,wet,74.04913093797781,78.60269964121785,-4.553568703240046,4.553568703240046,True
Z01_0019,Z01,0,NoData,nodata,wet,73.92096029558999,78.12914299184263,-4.208182696252635,4.208182696252635,True
Z01_0020,Z01,0,NoData,nodata,wet,73.85704446442394,78.62453829098594,-4.767493826562003,4.767493826562003,True
Z01_0021,Z01,0,NoData,nodata,wet,74.06611892334809,81.14052974408601,-7.074410820737924,7.074410820737924,True
Z01_0022,Z01,0,NoData,nodata,wet,76.31873052166685,84.30030344014133,-7.981572918474484,7.981572918474484,True
Z01_0023,Z01,0,NoData,nodata,wet,79.67307312636567,89.3197774597936,-9.646704333427934,9.646704333427934,True
Z01_0024,Z01,0,NoData,nodata,wet,85.20612033530335,94.33925147545102,-9.133131140147668,9.133131140147668,True
Z01_0025,Z01,0,NoData,nodata,wet,88.73814960230756,97.07855821559076,-8.340408613283202,8.340408613283202,True
Z01_0026,Z01,0,NoData,nodata,wet,90.40166026226238,97.19250192177829,-6.790841659515905,6.790841659515905,True
Z01_0027,Z01,0,NoData,nodata,wet,91.46751496848522,98.43205151547993,-6.964536546994708,6.964536546994708,True
Z01_0028,Z01,0,NoData,nodata,wet,93.39050839192785,103.58620196480784,-10.19569357287999,10.19569357287999,True
Z01_0029,Z01,0,NoData,nodata,wet,95.48036669896462,105.61162983851969,-10.131263139555074,10.131263139555074,True
Z01_0030,Z01,0,NoData,nodata,wet,95.04820602469457,103.47311664554492,-8.424910620850355,8.424910620850355,True
Z01_0031,Z01,0,NoData,nodata,wet,93.25993075132519,100.05618353557955,-6.796252784254364,6.796252784254364,True
Z01_0032,Z01,0,NoData,nodata,wet,88.71162208412088,90.54091119245442,-1.8292891083335405,1.8292891083335405,True
Z01_0033,Z01,0,NoData,nodata,wet,82.66376215270276,81.02563885030949,1.638123302393268,1.638123302393268,True
Z01_0034,Z01,0,NoData,nodata,wet,75.79259728095964,76.1641604444767,-0.37156316351706664,0.37156316351706664,True
Z01_0035,Z01,0,NoData,nodata,wet,70.51018857602328,73.7151060941144,-3.204917518091122,3.204917518091122,True
Z01_0036,Z01,0,NoData,nodata,wet,68.01447336796721,71.26605174303965,-3.251578375072441,3.251578375072441,True
Z01_0037,Z01,0,NoData,nodata,wet,68.28945383920096,69.75573131889288,-1.4662774796919251,1.4662774796919251,True
Z01_0038,Z01,0,NoData,nodata,wet,67.73273042367721,69.41608777509609,-1.683357351418877,1.683357351418877,True
Z01_0039,Z01,0,NoData,nodata,wet,68.21148866163078,69.07644423118585,-0.8649555695550646,0.8649555695550646,True
Z01_0040,Z01,0,NoData,nodata,wet,67.96683958270735,68.73680068755695,-0.7699611048495996,0.7699611048495996,True
Z01_0041,Z01,0,NoData,nodata,wet,69.25318709928344,70.03327404833355,-0.7800869490501157,0.7800869490501157,True
Z01_0042,Z01,0,NoData,nodata,wet,72.06235219781165,75.64114226043345,-3.578790062621806,3.578790062621806,True
Z01_0043,Z01,0,NoData,nodata,wet,75.48334096763199,78.9195963008059,-3.436255333173918,3.436255333173918,True
Z01_0044,Z01,0,NoData,nodata,wet,74.83050812531755,75.76530802209122,-0.9347998967736686,0.9347998967736686,True
Z01_0045,Z01,0,NoData,nodata,wet,69.62270350763598,72.61101974332207,-2.9883162356860993,2.9883162356860993,True
Z01_0046,Z01,0,NoData,nodata,wet,65.30836943260171,70.89222694813367,-5.58385751553196,5.58385751553196,True
Z01_0047,Z01,0,NoData,nodata,wet,63.80509920152795,69.88490542086811,-6.079806219340156,6.079806219340156,True
Z01_0048,Z01,0,NoData,nodata,wet,62.326193589602155,69.03705377881484,-6.710860189212681,6.710860189212681,True
Z01_0049,Z01,0,NoData,nodata,wet,60.99654633784771,68.1892021373158,-7.192655799468092,7.192655799468092,True
